Treść,Kategoria
"Dnia 3 sierpnia 1944 roku w Warszawie idąc ulicą Górczewską jakieś 300-400 m za Płocką w godz. 4-6 pp. widziałem na ziemi trupy kobiet z dziećmi na rękach, leżące w kałużach świeżej krwi.",2
"Dnia 5 sierpnia 1944 r. między godz. 12 a 14, widziałem przez okno Szpitala Wolskiego na I piętrze, jak z piwnic domu przy ulicy Płockiej nr 28 Niemcy wyciągali kobiety i na podwórzu rozstrzeliwali z karabinu maszynowego.",2
W tym samym prawie czasie na podwórzu domu nr 30 ulicy Płockiej widziałem zza płotu wzniesione ręce kilkunastu osób.,2
Dr X mówił mi o swym bracie lekarzu ze Szpitala Wolskiego.,2
"W pewnym momencie przed szpitalem dr N. widział taką scenę: płonące domy dokoła, pod nimi stosy trupów dochodzące do 1 i 1/2 metra wysokości.",2
Dom otacza wojsko niemieckie; podchodzi kilku żołnierzy - rzucają granaty zapalające do mieszkań na parterze i na I piętrze.,4
"Niestety, Niemcy przyjmują wychodzących ogniem z karabinów maszynowych - padają trupy, rzadko kto zdoła przebiec bez szwanku. ",4
Ja zostałem ranny w obie nogi i dotąd leżę w szpitalu.,2
"Niemcy rzucili tam granaty i miny, nalali benzyny i podpalili.",4
"Gdy jedna z zakonnic zaczęła wstawiać się za rannymi, Niemcy rzucili na nią granat.",4
"Powstańcy opuścili nasz dom (był u nas punkt oporu AK, na balkonie stały karabiny maszynowe, ludność pomagała, jak tylko mogła – nawet mali chłopcy w wieku 10-12 lat podczołgiwali się pod tanki i rzucali butelki z benzyną) przybyli SS, otoczyli cały dom.",4
"Mężczyźni wyszli z domu wcześniej, kobiety pozostały i dzieci.",4
"Żołdacy rzucili się dalej na dom nr 18, który zapalili, jeśli kto uciekał - zabijali.",4
Przedzierając się z Woli poza miasto przechodziłam ulicą Górczewską.,2
"Obserwowałam to do dnia 7 sierpnia. Potem wydostałam się z tego piekła, cudem ocalona.",2
"Wszystkie trzy bloki otaczają zewsząd Niemcy; rzucają granaty i podpalają dom, sypiąc z toreb jakiś biały proszek.",4
"Trąd pochodzi z terenów wschodniej Afryki, z której rozprzestrzenił się wraz z wędrówką Homo sapiens.",3
Baldwin IV zaraził się trądem w wieku dziecięcym. ,2
Chorował na tę chorobę już od 9 roku życia.,2
"Czarna śmierć, czyli epidemia dżum, zabiła chorych na trąd, przez co zniknęły wszystkie ogniska trądu. ",4
"Sumerowie już 4000 lat p.n.e. do uśmierzania bólu używali opium, które wytarzali z maku lekarskiego.",4
Natomiast Babilończycy 2200 lat p.n.e. do łagodzenia bólu zęba wykorzystywali lulek.,4
Z kolei 1600 lat p.n.e. Chińczycy zaczęli stosować akupunkturę w celu pobudzenia krążenia i minimalizowania bólu.,4
"Ciekawą technikę anestezji mieli Asyryjczycy w IV w p.n.e. Stosowali przed obrzezaniem lub operacją zaćmy ucisk na tętnicę szyjną, by wywołać krótkotrwałą utratę przytomności.",4
"Gaz nie zadziałał, a zabiegowi wyrywania zęba towarzyszył krzyk i wyzwiska pacjenta.",3
"Chloroform spełnił wszystkie oczekiwania królowej, także mogła stwierdzić, że  był on „zachwycający ponad miarę”. ",2
"Po sukcesie i odkryciu pierwszych środków znieczulających, naukowcy zaczęli szukać kolejnych substancji zdolnych znosić ból podczas operacji.",4
Pacjent niemal natychmiast zapadł w głęboki sen.,2
Pacjent spokojnie przespał 11 godzin.,2
"W Europie kiła pojawiła się nagle, wraz z powrotem pierwszych okrętów z Ameryki Południowej.",3
"Jakkolwiek substancja niszczyła bakterie krętka bladego, to wywoływała mnóstwo skutków ubocznych, często nawet przyspieszała śmierć chorego.",3
"Kiłę, a właściwie krętka bladego po raz pierwszy udało się wyizolować w 1905 r. niemieckim mikrobiologom.",4
"Choroba atakuje głównie wiosną i jesienią, a stan zapalny dny moczanowej z reguły ustępuje w ciągu czterdziestu dni.",3
Ofiara choroby kładzie się spać i śpi w dobrym zdrowiu.,2
"Noc mija w męczarniach, bezsenności, obracaniu bolącej części ciała i nieustannych zmianach pozycji; chory miota się bez ustanku, tak samo jak bez ustanku trwa ból w męczonym stawie, wzmacniając się wraz z nadejściem ataku.",2
"Zauważyłem stałą materię, która naszym oczom przypomina kredę, i ku mojemu wielkiemu zdziwieniu stwierdziłem, że się myliłem, ponieważ składała się ona wyłącznie z długich, przezroczystych małych cząstek, wielu spiczastych na obu końcach (...).",2
"Odkrycia dokonał poprzez zanurzenie w zakwaszonej krwi lnianej nitki, na której osadziły się kryształy kwasu moczowego.",2
"Zaraza ateńska to epidemia, która spustoszyła starożytne miasto-państwo Ateny. ",3
"Zaraza zabiła ok. 75-100 tys. mieszkańców Aten, w znaczący sposób osłabiając pozycję ateńczyków podczas trwającej wojny. ",3
"Prawdopodobnie epidemia wdarła się do miasta poprzez port w Pireusie, który był dla Aten źródłem dostaw. ",3
Ogrom zarazy wywołał w mieście anarchię. ,3
"Mieszkańcy porzucili normy społeczne i przestali przestrzegać prawa, wyzbywali się także przekonań religijnych.",4
"Zaraza Antoninów miała miejsce w latach 165-180 r. Przypadła na okres panowania cesarzy z dynastii Antoninów, w tym Marka Aureliusza (161-180 r.). Jest nazywana także zarazą Galena - od greckiego lekarza, który ją opisał. Do Imperium Rzymskiego dotarła wraz z marszem wojsk powracających z kampanii militarnych, toczonych na Bliskim Wschodzie. ",3
"Szacuje się, że choroba pochłonęła aż 5 milionów ofiar. ",3
"Dżuma Justyniana objęła swoim zasięgiem Cesarstwo Bizantyjskie, czyli wschodnią część Cesarstwa Rzymskiego, w tym w szczególności jego stolicę w Konstantynopolu. Dotknęła także wiele miast portowych w basenie Morza Śródziemnego.",3
"Zaraza rozprzestrzeniła się poprzez szczury i pchły, które przemieszczały się za pośrednictwem statków handlowych.",3
"Jest to jedna z najbardziej śmiercionośnych plag w historii. Miała także wpływ na dzieje, poprzez osłabienie wojsk rzymskich walczących w tym czasie z plemiona barbarzyńskimi.",3
"Dżuma nie tylko zabiła miliony, ale miała istotny wpływ na przemiany społeczne, religijne i ekonomiczne. Do Europy dotarła szlakami handlowymi z Azji Środkowej.",3
Dżumę przenosiły zwłaszcza szczury znajdujące się na statkach kupieckich.,3
"Szacunkowo czarna śmierć zabiła 30-60% mieszkańców Europy, ok. 30% ludności Bliskiego Wschodu i ok 40% mieszkańców Egiptu.",3
"Choroba dotarła także na Wyspy Brytyjskie, gdzie zabiła kilkadziesiąt tysięcy osób. ",3
"Wówczas epidemia rozprzestrzeniała się początkowo w Indonezji i Bangladeszu, docierając następnie do Europy. Łącznie pochłonęła ok. 570 tys. istnień.",3
"Po zarazie Justyniana i czarnej śmierci, epidemia dżumy wybuchła po raz kolejny w połowie XIX w.",3
"Z Hongkongu epidemia przeniosła się na wiele innych części świata, w tym do Stanów Zjednoczonych.",3
"Jednak przede wszystkim to nie grypa zabijała, ale jej powikłania, zwłaszcza bakteryjne zapalenie płuc.",3
Grypa azjatycka typu H2N2 wybuchła w roku 1956 w chińskiej prowincji Guizhou i była aktywna do 1958 r.,3
"W tej samej chwili słyszymy kroki, przy samochodzie zatrzymuje się żołnierz Wehrmachtu: wraca z przepustki, jest spóźniony i chce z nami podjechać.",2
"Za trzysta metrów widzimy znów naszego żołnierza, który stoi na baczność i nam salutuje: prosi znów o podwiezienie.",2
Żołnierze czekali na rozkaz w czterech mieszkaniach na Żoliborzu.,4
Oddziały natychmiast wyruszyły na miejsce zadania.,4
"Chłopcy niosą broń i mundury z wartowni, robotnicy miejscowi pomagają ładować ckm i amunicję - samochód już warczy na gazie.",4
Jeszcze w marcu rozpoznał on na ulicy „Kazika”.,2
"Niemiec wiedząc, że w domu znajdują się jeszcze inne mieszkania, nie wpadł na pomysł, że kobieta z dzieckiem była chwilę wcześniej w tym przeszukiwanym.",2
"Stąd też we Władywostoku wylądowały wojska japońskie, brytyjskie, francuskie oraz amerykańskie.",4
Bolszewicy nie dotrzymali jednak słowa i próbowali rozbroić liczące prawie 45 tys. żołnierzy oddziały korpusu.,4
"Doprowadziło to do rozpoczęcia akcji zbrojnej, w wyniku której czechosłowaccy żołnierze ruszyli wzdłuż linii Kolei Transsyberyjskiej, wspierając tym samym działania kontrrewolucyjne admirała Kołczaka.",4
Tam Polacy toczyli walki z partyzantami jak i regularnymi oddziałami bolszewickimi.,4
"Od momentu zakończenia kampanii roku 479 p.n.e., Ateny budowały swoją przyszłą potęgę.",4
"Porażka wyprawy do Egiptu w latach 460-454, oderwanie się Eubei i Magary oraz najazd Peleponezyjczyków na Attykę, zmusiły Ateny do zawarcia pokoju ze Spartą i jej sprzymierzeńcami na lat trzydzieści.",4
"Zawarcie traktatu było w dużej mierze spowodowane faktem, iż ani Ateny, ani Sparta nie czuły się na siłach do prowadzenia dalszej walki.",4
Tym razem zbuntowało się Samos.,4
"Co ciekawe nie zbuntowało się całe Samos, a jedynie część jego obywateli.",4
"Po raz kolejny Ateny pokazały, że jakikolwiek sprzeciw ich sojuszników, nie wchodzi w grę.",4
"Mimo to Ateńczycy nie dość, że dalej kierowali nim, to jeszcze coraz ostrzej obchodzili się ze swoimi sojusznikami.",4
"Dla sojuszników Aten ustalenia traktatu były jasne i w miarę możliwości przestrzegane, Ateńczycy z kolei pokazali, jak przedmiotowo traktują wszelkie ustalenie międzypaństwowe.",4
"Skierowane one były [działania Ateńczyków] częściowo przeciwko samym barbarzyńcom, częściowo przeciw własnym, zbuntowanym sprzymierzeńcom, częściowo wreszcie przeciw wchodzącym im ustawicznie w drogę Peloponezyjczykom.",4
"Perykles, podobnie jak wielu jego rodaków, musiał mieć w pamięci porażkę pod Tanagrą. Zdawał sobie zapewne sprawę z tego, iż Sparta jest najgroźniejszą przeszkodą na drodze do panowania w Grecji.",2
"Rozumiał, że Sparta zapewne w końcu przestanie biernie przyglądać się działaniom Ateńczyków, czy to pod wpływem własnych obaw, czy też ze względu na swych sprzymierzeńców.",2
Wówczas Potidaja wraz z Koryntem zaczęła zabiegać o pomoc u Spartan.,4
"partanie jednak albo nie czuli się na siłach, albo nie rozumieli w pełni zagrożenia.",4
A więc Korynt i wraz z nim Megara skarżyły się na Ateny.,4
"W momencie wyruszenia Peloponezyjczyków na Dzakintos, wojna dopiero się rozwijała, zaraza ledwie co dotknęła Ateny.",3
"Po upadku Potidaji Peloponezyjczycy wyruszyli przeciwko Platejom, które na samym początku wojny zaatakowali Tebańczycy.",4
W roku 428 od Aten oderwała się wyspa Lesbos.,3
Ateny po początkowym niedowierzaniu wysłały swoje okręty w kierunku Lesbos.,4
"Te kilka fragmentów pokazuje, iż Mityleńczycy oderwali się, kierowani strachem.",4
"Również flota nasza napawała ich pewną obawą, żeby połączywszy się z wami albo z kim innym nie stanowiła dla nich niebezpieczeństwa.",3
"Pies Dżok. Najwierniejszy z wiernych, symbol psiej wierności. Przez rok /1990-1991/ oczekiwał na Rondzie Grunwaldzkim na swojego Pana, który w tym miejscu zmarł.",3
"Zmęczeni obrońcy nie spodziewali się ataku i zasnęli, ale obudziły ich gęsi swoim gęganiem.",3
"Pierwszy pies (samica) w kosmosie. Była kundlem wystrzelonym 3 listopada 1957 r. na orbitę w radzieckim satelicie Sputnik 2. Do Instytutu Medycyny Lotniczej, który zajmował się eksploracją kosmosu trafiła przypadkiem, jako pies złapany na ulicy. Łajka jako pierwszy żywy organizm znalazła się na okołoziemskiej orbicie. Wcześniej najlepiej przeszła etapy testów fizjologicznych.",3
"Niedźwiedź zasłynął między innym tym, że w bitwie pod Monte Cassino nosił ciężkie skrzynie z amunicją artyleryjską i ponoć nigdy nie zdarzyło mu się żadnej upuścić.",3
"Ponadto „Wojtek” uwielbiał słodkie przysmaki takie jak miód, marmoladę i piwo właśnie, które dostawał za dobre sprawowanie.",3
"Często mierzył się z żołnierzami w zapasach, które zawsze wygrywał. Po wojnie trafił do ZOO w Edynburgu, gdzie żył do 1963 r. i był odwiedzany przez dawnych kompanów.",3
Gdyby nie wilczyca nie byłoby Rzymu. To ona zaopiekowała się i wykarmiła bliźniaków Romulus i Remusa.,3
"Uśmiech pojawił się  na mojej twarzy w chwili, kiedy Pani Maria poprosiła, abym stojąc przed wejściem do jej mieszkania nacisnął krótko, trzykrotnie dzwonek do drzwi .",2
Spojrzałem na jej ramię - zauważyłem opaskę z napisem „Baszta. AK.„.,2
"Nie pamiętam, kiedy dokładnie dotarł rozkaz... Mieszkałam wówczas na ulicy Puławskiej 44 mieszkania 16.",2
"Pamiętam, że były tam porozstawiane działa przeciwlotnicze, co było spowodowane nalotami Rosjan.",2
Jedna z dziewczyn załamała się.,2
" Potem wyszłam wraz z ludnością cywilną i trafiłam do obozu w Pruszkowie, gdzie spotkałam moją mamę.",2
"Przeczołgałam się więc pod drutami do innego baraku, z którego nas wywieziono pod Kielce do lasu.",2
"Przedostałam się do wioski Bliżyn pod Skarżyskiem, a potem trafiłam do Krakowa, gdzie miałam rodzinę.",2
"W trakcie drogi zauważyłam murek, który wydawał mi się podejrzany.",2
Przestraszył się i poszedł.,2
Mnie osobiście nie przeszła taka myśl przez głowę.,2
"Bałam się, że zginął mój brat.",2
"Przeżyłam podczas powstania i dobre, i złe chwile, i smutne, i zabawne. ",2
"Czułam się wolna, co dodawało mi sił by walczyć o tą wolność.",2
" Bardzo się cieszę, że ludzie pamiętają o tym co wydarzyło się 1. sierpnia 1944 roku, jednak jadąc do Warszawy myślę przede wszystkim o spotkaniu z kolegami, z koleżankami.",2
"Po wojnie aresztowany przesiedział w komunistycznych więzieniach do 1956 roku, był torturowany.",2
"Lorens i Gieszczyk usiedli a ja mówię na głos do Lorensa, że mi się papierosy skończyły i idę je kupić do sklepu obok.",2
"Wokulski uczuł znużenie, siadł i patrzył.",2
Wstał z belek i wrócił do miasta.,2
"Szedł Oboźną pod górę, rozmarzony, i czuł, że w ciągu kilku godzin, które spędził w nadrzecznej dzielnicy, zaszła w nim jakaś zmiana.",2
W sklepie zastał Wokulski tylko jedną osobę.,2
"Dama z wolna podniosła się z krzesła i zbliżyła się do kantorka, za którym siedział Wokulski.",2
Wokulski zamknął księgę i włożył ją do kantorka.,2
"W Wielki Piątek z rana Wokulski przypomniał sobie, że dziś i jutro hrabina Karolowa i panna Izabela będą kwestowały przy grobach.",2
Mimo woli porównywał drobny wzrost stojących pod kościołem pobożnych z olbrzymimi rozmiarami świętego budynku i przyszła mu myśl szczególna.,2
"Zdawało się Wokulskiemu, że pod wpływem migotliwych płomyków twarz jego ożywia się przybierając wyraz groźby albo litości i łaski.",2
Wokulski odwrócił się i zobaczył Ochockiego.,2
"Istotnie, weszła do pokoju dziewczynka bardzo mizerna, w brązowej sukience i brudnych pończoszkach.",2
"Odgadłem, że Wicek musi mieć żywy temperament i że ten, kto mu wymyśla, jest jego ojcem.",2
"Widzę też kufer, pustą walizkę tudzież mnóstwo książek leżących na półkach, na kufrze i na podłodze.",2
W tej chwili mdło mi się zrobiło.,2
W głowie zaczęło mi krążyć od tych wywodów; młody człowiek zaś mówił dalej.,2
"Wciąż stałem na połowie schodów, pod oknem z żółtymi, czerwonymi i niebieskimi szybami.",2
"Ale kiedy stanęliśmy pode drzwiami i rządca zadzwonił, doznałem skurczu w łydkach.",2
Nie mogłem ruszyć się z miejsca i tylko dlatego nie uciekłem.,2
